4,5,-1
4,6,-1
4,7,-1
4,1,-1
3,4,-1
2,3,-1
1,2,-1
10,11,-1
10,6,-1
10,7,-1
10,1,-1
9,10,-1
8,9,-1
1,8,-1
14,15,-1
14,6,-1
14,7,-1
14,1,-1
13,14,-1
12,13,-1
1,12,-1
18,5,-1
18,19,-1
18,1,-1
17,18,-1
16,17,-1
1,16,-1
22,5,-1
22,23,-1
27,28,-1
27,29,-1
27,1,-1
26,27,-1
25,26,-1
24,25,-1
32,28,-1
32,33,-1
32,24,-1
31,32,-1
30,31,-1
24,30,-1
36,28,-1
36,37,-1
39,40,-1
39,41,-1
39,42,-1
39,43,-1
38,39,-1
46,47,-1
46,41,-1
46,42,-1
46,38,-1
45,46,-1
44,45,-1
38,44,-1
50,51,-1
50,41,-1
50,42,-1
50,38,-1
49,50,-1
48,49,-1
38,48,-1
54,47,-1
54,55,-1
54,1,-1
53,54,-1
52,53,-1
38,52,-1
58,47,-1
58,59,-1
58,24,-1
57,58,-1
56,57,-1
38,56,-1
62,47,-1
62,63,-1
62,38,-1
61,62,-1
60,61,-1
38,60,-1
66,47,-1
66,67,-1
69,70,-1
69,71,-1
69,72,-1
69,73,-1
68,69,-1
76,77,-1
76,71,-1
76,72,-1
76,68,-1
75,76,-1
78,77,-1
78,79,-1
78,80,-1
78,68,-1
75,78,-1
74,75,-1
68,74,-1
83,84,-1
83,71,-1
83,72,-1
83,68,-1
82,83,-1
85,84,-1
85,79,-1
85,80,-1
85,68,-1
82,85,-1
81,82,-1
68,81,-1
88,89,-1
88,71,-1
88,72,-1
88,68,-1
87,88,-1
90,89,-1
90,79,-1
90,80,-1
90,68,-1
87,90,-1
86,87,-1
68,86,-1
93,84,-1
93,94,-1
93,1,-1
92,93,-1
91,92,-1
68,91,-1
97,84,-1
97,98,-1
97,24,-1
96,97,-1
95,96,-1
68,95,-1
101,84,-1
101,102,-1
101,38,-1
100,101,-1
99,100,-1
68,99,-1
105,84,-1
105,106,-1
105,68,-1
104,105,-1
103,104,-1
68,103,-1
66,68,-1
65,66,-1
64,65,-1
38,64,-1
109,51,-1
109,55,-1
109,1,-1
108,109,-1
107,108,-1
38,107,-1
112,51,-1
112,59,-1
112,24,-1
111,112,-1
110,111,-1
38,110,-1
115,51,-1
115,63,-1
115,38,-1
114,115,-1
113,114,-1
38,113,-1
118,51,-1
118,67,-1
118,68,-1
117,118,-1
116,117,-1
38,116,-1
36,38,-1
35,36,-1
34,35,-1
24,34,-1
121,28,-1
121,122,-1
121,68,-1
120,121,-1
119,120,-1
24,119,-1
22,24,-1
21,22,-1
20,21,-1
1,20,-1
125,5,-1
125,126,-1
125,38,-1
124,125,-1
123,124,-1
1,123,-1
129,5,-1
129,130,-1
129,68,-1
128,129,-1
127,128,-1
1,127,-1
133,11,-1
133,19,-1
133,1,-1
132,133,-1
131,132,-1
1,131,-1
136,11,-1
136,23,-1
136,24,-1
135,136,-1
134,135,-1
1,134,-1
139,11,-1
139,126,-1
139,38,-1
138,139,-1
137,138,-1
1,137,-1
142,11,-1
142,130,-1
142,68,-1
141,142,-1
140,141,-1
1,140,-1
